,count,mean,std,min,25%,50%,75%,max
296,1565.0,1879.2283690095846,1975.1113652390666,0.0,603.0329,1202.4121,2341.2887,15559.9525
297,1565.0,2342.82697827476,3226.9242979623277,0.0,210.9366,820.0988,3190.6164,18520.4683
298,1565.0,0.06380447284345048,0.06422486764861535,0.0,0.0407,0.0528,0.0692,0.5264
299,1565.0,0.06026683706070288,0.13082538246147596,0.0,0.0302,0.04,0.052,1.0312
300,1565.0,0.11838619808306708,0.2191471659850006,0.0,0.0589,0.0828,0.1155,1.8123
301,1565.0,0.9101459424920129,0.33198168690319163,0.31,0.7172,0.8604,1.0464,5.711
302,1565.0,0.4033423003194888,0.1975139946152524,0.1118,0.2958,0.3808,0.477,5.1549
303,1565.0,0.0403438338658147,0.014510612418506173,0.0108,0.03,0.0388,0.0486,0.2258
304,1565.0,0.1320764856230032,0.06486740634401707,0.0138,0.0728,0.1372,0.1785,0.3337
305,1566.0,0.26491679438058746,0.05738748874740393,0.1171,0.225,0.2643,0.3075,0.475
306,1566.0,0.048623116219667945,0.025399957777037786,0.0034,0.0331,0.0448,0.0552,0.2246
307,1566.0,0.12892094508301405,0.027467646411038542,0.0549,0.1137,0.1295,0.1476,0.2112
308,1566.0,0.21841424010217114,0.033593215620837266,0.0913,0.1976,0.21945,0.2379,0.3239
309,1566.0,0.1289212643678161,0.02747010529499158,0.0549,0.1137,0.1295,0.1476,0.2112
310,1566.0,0.30475178799489144,0.04345984588638992,0.1809,0.27855,0.3029,0.3319,0.4438
311,1566.0,0.09734431673052361,0.028796173472484938,0.0328,0.0776,0.0977,0.1159,0.1784
312,1566.0,0.16005083014048532,0.11731574841762066,0.0224,0.0915,0.1215,0.160175,0.7549
313,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1566.0,5.976977011494252,1.0186291821386317,2.7882,5.301525,5.8315,6.5478000000000005,13.0958
317,1566.0,0.17262911877394635,0.07239235980809001,0.0283,0.11737500000000001,0.1634,0.2181,1.0034
318,1566.0,3.1887704980842915,1.2159299661071454,0.9848,2.319725,2.8989000000000003,4.02125,15.8934
319,1566.0,7.916036079182631,2.17905879570771,1.6574,6.24515,8.3888,9.481100000000001,20.0455
320,1566.0,0.04310491698595147,0.03188479233423949,0.0084,0.0312,0.03985,0.0502,0.9474
321,1566.0,2.2637273946360152,2.116994491020851,0.6114,1.670075,2.07765,2.63335,79.1515
322,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,1566.0,5.393419795657725,2.5188593358869564,1.7101,4.27295,5.4588,6.344875,89.1917
324,1566.0,13.332171711366538,6.615849551191287,2.2345,7.5786,12.5045,17.925175,51.8678
325,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1563.0,0.08323186180422265,0.063424505382566,0.0224,0.0688,0.0848,0.0956,1.0959
332,1560.0,2.5934845512820512,5.645225833657501,0.5373,1.5465499999999999,2.0627000000000004,2.7905249999999997,174.8944
333,1561.0,6.215865791159512,3.4034468352849374,2.8372,5.4539,5.9801,6.5495,90.5159
334,1561.0,0.16836386931454195,0.17288255254879842,0.0282,0.0894,0.1294,0.2104,3.4125
335,1561.0,3.426925112107623,5.781558467381748,0.7899,2.0357,2.5135,3.3604,172.7119
336,1560.0,9.73638641025641,7.556130948920659,5.2151,8.288525,9.073550000000001,10.041625,214.8628
337,1560.0,2.3274816025641023,1.6994348058989959,0.0,1.54285,2.05445,2.785475,38.8995
338,1560.0,3.037579935897436,5.645021949935593,0.0,1.9013499999999999,2.5608500000000003,3.40545,196.688
339,1561.0,9.328957719410635,6.074701971319436,2.2001,7.5889,9.4742,10.4399,197.4988
340,1561.0,14.673506598334402,261.73845149875376,0.0131,0.0346,0.0464,0.0668,5043.8789
341,1561.0,2.732093657911595,3.667901967754305,0.5741,1.9118,2.3773,2.9854,97.7089
342,1561.0,0.00028648302370275463,0.011318798885035097,0.0,0.0,0.0,0.0,0.4472
343,1561.0,6.198508263933376,5.371825069596769,1.2565,4.9989,6.0056,6.8852,156.336
344,1561.0,23.217146252402305,8.895221076950302,2.056,17.8609,23.2147,28.8731,59.3241
345,773.0,7.958375808538164,17.51296529486415,1.7694,4.4406,5.567,6.8255,257.0106
346,773.0,5.770211642949547,17.077498149928836,1.0177,2.5327,3.0464,4.0857,187.7589
347,1561.0,0.008913965406790519,0.35218624965473616,0.0,0.0,0.0,0.0,13.9147
348,1543.0,0.02470570317563189,0.011862481313499935,0.0103,0.018,0.0226,0.0273,0.22
349,1543.0,0.02525223590408295,0.010603207483607125,0.001,0.0196,0.024,0.0286,0.1339
350,1543.0,0.023202073882047956,0.01432565504901551,0.0029,0.0146,0.0188,0.0285,0.2914
351,1543.0,0.027584251458198317,0.024562918063232752,0.002,0.0166,0.0253,0.0339,0.6188
352,1543.0,0.02335573558003888,0.013157153635568708,0.0056,0.016,0.022,0.0269,0.1429
353,1543.0,0.040330524951393394,0.015499273073510783,0.0026,0.0302,0.0421,0.0502,0.1535
354,1543.0,0.041920998055735584,0.013067898600812283,0.004,0.03485,0.0442,0.05,0.1344
355,1543.0,0.03454309786130914,0.022306691777344106,0.0038,0.0212,0.0294,0.0423,0.2789
356,1566.0,1.298628607918263,0.3869176053477393,0.3796,1.0254750000000001,1.2553,1.533325,2.8348
357,1555.0,0.0009988424437299035,0.0005009244455283376,0.0003,0.0007,0.0009,0.0011,0.0052
358,226.0,0.0024429203539823004,0.0003947076136774983,0.0017,0.0022,0.0024,0.0027,0.0047
359,1567.0,0.019839948947032542,0.007136357506797489,0.0076,0.0138,0.0196,0.025,0.0888
360,1567.0,0.0029448627951499675,0.020002568739022588,0.0001,0.0004,0.0007,0.0018,0.409
361,1567.0,39.93640625398851,17.056304026488174,10.7204,32.1687,39.6961,47.0792,547.1722
362,1516.0,0.01838291556728232,0.021644055236286344,0.0028,0.0095,0.0125,0.0186,0.4163
363,1516.0,333.3196009894459,138.80192793728307,60.9882,228.682525,309.83164999999997,412.329775,1072.2031
364,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,1565.0,0.0051985303514377,0.002656010245061626,0.0017,0.0038,0.0046,0.0058,0.0368
366,1565.0,0.0048139936102236415,0.0023824490853868044,0.002,0.0035,0.0043,0.0054,0.0392
367,1561.0,0.0037732863549007037,0.002699080570067803,0.0,0.0026,0.0032,0.0042,0.0357
368,1561.0,0.0031716207559256892,0.0021066824081722064,0.0,0.0022,0.0028,0.0036,0.0334
369,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1565.0,0.0016008306709265176,0.0005343500725944657,0.0004,0.0013,0.0016,0.0019,0.0082
377,1565.0,0.0015707348242811503,0.0004665400582248408,0.0004,0.0013,0.0015,0.0018,0.0077
378,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,549.0,0.0018256830601092895,0.02673996257104384,0.0001,0.0004,0.0005,0.0008,0.6271
383,549.0,0.5410398907103825,1.3410197897865856,0.0875,0.2955,0.3726,0.5412,30.9982
384,549.0,1.2854482695810567,3.168427387352426,0.3383,0.8423,1.1063,1.3866,74.8445
385,852.0,0.011426995305164318,0.01436562841639247,0.0,0.0053,0.0068,0.011325,0.2073
386,1567.0,0.008280791320995531,0.015488133549750038,0.0008,0.0048,0.0068,0.0093,0.3068
387,1567.0,0.00033924696873005735,0.0049893344938820305,0.0,0.0,0.0,0.0,0.1309
388,1567.0,35.15509112954691,17.227003219757325,6.3101,24.38655,32.5307,42.65245,348.8293
389,1567.0,0.0013383535417996171,0.011816004389790637,0.0001,0.0002,0.0003,0.0004,0.3127
390,1567.0,1.4318675175494575,20.3264151271033,0.3046,0.67515,0.8773,1.1482,805.3936
391,1543.0,0.010955994815294879,0.006737707837632237,0.0031,0.0083,0.0102,0.0124,0.1375
392,1567.0,0.004532801531589022,0.0029555534671379764,0.0005,0.0015,0.0049,0.0069,0.0229
393,1567.0,0.13398953414167197,0.03840849260500818,0.0342,0.1044,0.1339,0.1604,0.2994
394,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,1559.0,0.02420750481077614,0.010728270039700985,0.0062,0.0139999999999999,0.0239,0.0323,0.0514
406,1559.0,6.730614945477869,2.8295832878176426,2.0545,4.5476,5.9201,8.5852,14.7277
407,1559.0,1.2319973059653624,0.3647111336304682,0.424,0.9665,1.2397,1.4167,3.3128
408,1562.0,5.340931882202304,2.5781176672891375,2.7378,4.1278,4.9224499999999995,5.7871,44.31
409,1561.0,4.580430301089045,1.7768432482370566,1.2163,3.0128,4.4897,5.9367,9.5765
410,1560.0,4.9293441025641025,2.122977939052172,0.7342,3.265075,4.732749999999999,6.4583,13.8071
411,1553.0,2.6160863490019315,0.5514741690393612,0.9609,2.3213,2.5481,2.8532,6.215
412,1553.0,30.911316355441084,18.413621577973736,0.0,18.4079,26.1569,38.1397,128.2816
413,1553.0,25.61268969735995,47.30846281727361,4.0416,11.3758,20.2551,29.3073,899.1189999999999
414,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,1553.0,6.630615904700579,3.958371425739251,1.534,4.9274,6.1766,7.5707,116.8615
416,1558.0,3.4043485237483955,1.0354331579490537,0.0,2.6601,3.234,4.0107,9.69
417,1565.0,8.190905495207668,4.0545151785465565,2.1531,5.7655,7.3956,9.1688,39.0376
418,1565.0,320.2592353354633,287.70448241162677,0.0,0.0,302.1776,524.0022,999.316
419,1565.0,309.0612991054313,325.4483912877321,0.0,0.0,272.4487,582.9352,998.6813
420,1565.0,1.8212613418530355,3.057692275808107,0.4411,1.0304,1.6451,2.2147,111.4956
421,1565.0,4.174523514376997,6.913855226180046,0.7217,3.1842,3.9431,4.7843,273.0952
422,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1564.0,77.66044590792839,32.59693287559445,23.02,55.976675,69.90545,92.91149999999999,424.2152
424,1564.0,3.315468542199488,6.3253650946585225,0.4866,1.9652500000000002,2.6671,3.470975,103.1809
425,1564.0,6.79631246803069,23.257715596229374,1.4666,3.7662,4.7644,6.8835,898.6085
426,1564.0,1.233857608695652,0.9956200684322506,0.3632,0.743425,1.1353,1.5395,24.9904
427,1564.0,4.058500831202046,3.0421444954151333,0.6637,3.113225,3.94145,4.76865,113.223
428,1557.0,4.220747463070006,10.632730122912243,1.1198,1.9355,2.5341,3.609,118.7533
429,1567.0,4.171843650287173,6.435390493557366,0.7837,2.5713999999999997,3.4538,4.7558,186.6164
430,1565.0,18.421600063897763,36.06008447354801,0.0,6.9997,11.1056,17.4231,400.0
431,1565.0,22.358304920127793,36.39540753203448,0.0,11.059,16.381,21.7652,400.0
432,1565.0,99.36763265175719,126.18871499540555,0.0,31.0324,57.9693,120.1729,994.2857
433,1565.0,205.51930440894571,225.77887027188953,0.0,10.0271,151.1156,305.0263,995.7447
434,1565.0,14.733945495207667,34.10885406654277,0.0,7.5507,10.1977,12.7542,400.0
435,1565.0,9.370665559105431,34.369788819490914,0.0,3.4944,4.5511,5.8228,400.0
436,1565.0,7.513266325878594,34.55780389217089,0.0,1.9509,2.7643,3.8222,400.0
437,1565.0,4.016785495207667,1.6112736720855252,1.1568,3.0707,3.7809,4.6786,32.274
438,1565.0,54.70105188498402,34.108051385106016,0.0,36.2903,49.0909,66.6667,851.6129
439,1565.0,70.64394204472845,38.37617776213928,14.1206,48.1738,65.4378,84.9734,657.7621
440,1565.0,11.526616549520767,6.169470770313719,1.0973,5.4141,12.0859,15.7964,33.058
441,1566.0,0.8020809706257984,0.18421271107607257,0.3512,0.6796,0.8076,0.9276,1.2771
442,1566.0,1.345258684546616,0.6591945579551075,0.0974,0.90765,1.2645499999999998,1.577825,5.1317
443,1566.0,0.6339410600255428,0.14355204755671536,0.2169,0.5505,0.6435,0.733425,1.0851
444,1566.0,0.8950427841634738,0.15552170737704213,0.3336,0.8048,0.9027000000000001,0.9888,1.3511
445,1566.0,0.6470899106002553,0.14125217772776266,0.3086,0.5558,0.6511,0.7484,1.1087
446,1566.0,1.1750031928480202,0.17615820845233035,0.6968,1.0468,1.1638,1.2723,1.7639
447,1566.0,0.2818953384418902,0.08646076351049817,0.0846,0.2261,0.2797,0.33882499999999993,0.5085
448,1566.0,0.3322701149425288,0.23627532761965628,0.0399,0.1877,0.2512,0.3511,1.4754
449,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,1566.0,5.3468155810983395,0.9191963782506015,2.6709,4.7642,5.27145,5.913,13.9776
453,1566.0,5.460971264367817,2.2508044285391753,0.9037,3.747875,5.2271,6.902475,34.4902
454,1566.0,7.883741570881225,3.0596604010061013,2.3294,5.806525,7.4249,9.576775000000001,42.0703
455,1566.0,3.636633461047254,0.9383721211041947,0.6948,2.8996750000000002,3.7245,4.341925,10.184
456,1566.0,12.325685376756066,8.125875878592854,3.0489,8.816575,11.3509,14.3879,232.1258
457,1566.0,5.26366570881226,4.53773652964822,1.4428,3.827525,4.79335,6.08945,164.1093
458,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,1566.0,2.838380140485313,1.3455762779675442,0.991,2.291175,2.83035,3.3092249999999996,47.7772
460,1566.0,29.197413601532567,13.335188892539882,7.9534,20.22185,26.16785,35.278800000000004,149.3851
461,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,1563.0,6.252090658989124,8.673723727949763,1.7163,4.6975,5.645,6.3869,109.0074
468,1560.0,224.1730472435897,230.76691495133312,0.0,38.472775,150.3401,335.92240000000004,999.877
469,1561.0,5.66229269698911,3.151684683718798,2.6009,4.8472,5.4724,6.0057,77.8007
470,1561.0,5.367751761691223,4.9833666916925035,0.8325,2.8233,4.0611,7.0068,87.1347
471,1561.0,9.63879679692505,10.174117047695473,2.4026,5.8073,7.396,9.7202,212.6557
472,1560.0,137.8884057051282,47.698041338021866,11.4997,105.52515,138.25515000000001,168.410125,492.7718
473,1560.0,39.42684705128205,22.457103880741066,0.0,24.9008,34.24675,47.727850000000004,358.9504
474,1560.0,37.63704974358974,24.822917866633844,0.0,23.1565,32.820049999999995,45.169475000000006,415.4355
475,1561.0,4.2625733504164,2.6111739765726782,1.1011,3.4945,4.2762,4.7418,79.1162
476,1561.0,20.13215464445868,14.93958973418616,0.0,11.5771,15.9738,23.7372,274.8871
477,1561.0,6.257921460602177,10.185026114844831,1.6872,4.1054,5.2422,6.7038,289.8264
478,1561.0,0.12812299807815503,5.062074635525537,0.0,0.0,0.0,0.0,200.0
479,1561.0,3.2833942344650864,2.638608319672745,0.6459,2.6277,3.1845,3.6253,63.3336
480,1561.0,75.53813094170404,35.752493321756106,8.8406,52.8945,70.4345,93.1196,221.9747
481,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,1543.0,318.41844847699286,281.01132344861566,0.0,0.0,293.5185,514.5859,999.4135
483,1543.0,206.56419598185354,192.86441252605448,0.0,81.31615,148.3175,262.86525,989.4737
484,1543.0,215.28894802333116,213.12663798938698,0.0,76.4554,138.7755,294.66705,996.8586
485,1543.0,201.11172838626052,218.69001540828836,0.0,50.38355,112.9534,288.89345000000003,994.0
486,1543.0,302.50618554763446,287.3640702281875,0.0,0.0,249.927,501.60745,999.4911
487,1543.0,239.45532611795204,263.8376452668167,0.0,55.55515,112.2755,397.50609999999995,995.7447
488,1543.0,352.6164769280622,252.04375135066138,0.0,139.91435,348.5294,510.64715,997.5186
489,1543.0,272.16970738820476,228.04670199625264,0.0,112.85925,219.4872,377.1442,994.0035
490,1566.0,51.35404521072797,18.048612145684256,13.7225,38.3911,48.55745,61.494725,142.8436
491,1555.0,2.442673118971061,1.2242828496170284,0.5558,1.7471,2.2508,2.8398,12.7698
492,226.0,8.170942920353982,1.7592622036065415,4.8882,6.92465,8.00895,9.078899999999999,21.0443
493,1567.0,2.5300463943841733,0.9739482901380285,0.833,1.6637499999999998,2.5291,3.1991,9.4024
494,1567.0,0.9564419910657307,6.615200266560572,0.0342,0.139,0.2325,0.563,127.5728
495,1567.0,6.807825717932355,3.2600194416023847,1.7719999999999998,5.2746,6.6079,7.8972,107.6926
496,1516.0,29.865896437994724,24.62158630762343,4.8135,16.342299999999998,22.0391,32.438475,219.6436
497,1516.0,11.82102994722955,4.9566469784566225,1.9496,8.15035,10.90655,14.46905,40.2818
498,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1565.0,263.19586434504794,324.77134168195846,0.0,0.0,0.0,536.2046,1000.0
500,1565.0,240.9813768690096,323.0034102258164,0.0,0.0,0.0,505.401,999.2337
501,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,1565.0,55.76350843450479,37.691735602274036,0.0,35.3222,46.9861,64.2487,451.4851
511,1565.0,275.97945674121405,329.66468041158004,0.0,0.0,0.0,555.2941,1000.0
512,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,549.0,0.6788978142076502,10.783879966801807,0.0287,0.1215,0.1747,0.2649,252.8604
517,549.0,1.73890218579235,4.890663436682964,0.288,0.8903,1.1543,1.7597,113.2758
518,549.0,1.806272859744991,4.71589432795297,0.4674,1.1712,1.5891,1.9328,111.3495
519,852.0,11.728439906103286,15.814419874330685,0.0,4.1603,5.83295,10.97185,184.3488
520,1567.0,2.6959992980216976,5.702366390511981,0.3121,1.5521500000000001,2.221,2.9036999999999997,111.7365
521,1567.0,11.610079706445436,103.12299573442073,0.0,0.0,0.0,0.0,1000.0
522,1567.0,14.728865922144223,7.10443490065628,2.6811,10.1828,13.7426,17.808950000000003,137.9838
523,1567.0,0.4538964262922782,4.1475806334485945,0.0258,0.07305,0.1,0.13319999999999999,111.333
524,1567.0,5.687781620931717,20.663414187041248,1.3104,3.76965,4.8771,6.4506499999999996,818.0005
525,1543.0,5.560397342838626,3.920369755608116,1.54,4.1015,5.1342,6.3294999999999995,80.0406
526,1567.0,1.4434574984045947,0.9584275329713078,0.1705,0.4842,1.5501,2.2116499999999997,8.2037
527,1567.0,6.395717038927887,1.8886975959742711,2.17,4.89545,6.4108,7.594250000000001,14.4479
528,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,1559.0,3.0342348941629247,1.2529130384380884,0.8516,1.8899,3.0548,3.947,6.5803
540,1559.0,1.9428280949326489,0.7319283271893036,0.6144,1.3853,1.7855,2.4583500000000003,4.0825
541,1559.0,9.61162809493265,2.896375799624502,3.2761,7.49575,9.4593,11.2384,25.7792
542,1565.0,0.11120843450479233,0.002736759413485171,0.1053,0.1096,0.1096,0.1134,0.1184
543,1565.0,0.008470862619808306,0.0015335446409861135,0.0051,0.0078,0.0078,0.009,0.024
544,1565.0,0.0025092012779552716,0.00029552015522922185,0.0016,0.0024,0.0026,0.0026,0.0047
545,1565.0,7.611403130990415,1.3155442597144669,4.4294,7.1160000000000005,7.1160000000000005,8.0207,21.0443
546,1307.0,1.039630298393267,0.38906580941832136,0.4444,0.7975,0.9111,1.2855500000000002,3.9786
547,1307.0,403.54647742922725,5.06388723553502,372.822,400.694,403.122,407.43100000000004,421.702
548,1307.0,75.6798714613619,3.3905233432159747,71.038,73.25399999999999,74.084,78.397,83.72
549,1307.0,0.6632564651874522,0.6733457486710267,0.0446,0.22625,0.471,0.8503499999999999,7.0656
550,1307.0,17.013312930374905,4.966953947064532,6.11,14.53,16.34,19.035,131.68
551,1307.0,1.2307115531752104,1.3611173002144201,0.12,0.87,1.15,1.37,39.33
552,1307.0,0.27668798775822495,0.27623064546809084,0.0187,0.0949,0.1979,0.35845,2.7182
553,1307.0,7.703873527161439,2.192647285688347,2.786,6.7381,7.4279,8.63715,56.9303
554,1307.0,0.5036574598316756,0.5988519979364184,0.052,0.3438,0.4789,0.56235,17.4781
555,1307.0,57.746537184391734,35.20755227346542,4.8269,27.0176,54.4417,74.62870000000001,303.55
556,1307.0,4.216904514154551,1.2800084208134206,1.4967,3.6251,4.0671,4.7027,35.3198
557,1307.0,1.6230700076511093,1.8704334384919217,0.1646,1.1829,1.5298,1.8156,54.2917
558,1566.0,0.9950089399744572,0.08385953711268757,0.8919,0.9552,0.9727,1.0008,1.5121
559,1566.0,0.3257081736909323,0.20139186986927257,0.0699,0.14982499999999999,0.2909,0.4436,1.0737
560,1566.0,0.0724434227330779,0.051577825356765514,0.0177,0.0362,0.0592,0.089,0.4457
561,1566.0,32.28495593869732,19.026081423650705,7.2369,15.76245,29.73115,44.1134,101.1146
562,1294.0,262.72968315301387,7.630585273216422,242.286,259.9725,264.272,265.707,311.404
563,1294.0,0.6796407264296753,0.12175776137289002,0.3049,0.5671,0.651,0.768875,1.2988
564,1294.0,6.44498454404946,2.6335832675831226,0.97,4.98,5.16,7.8,32.58
565,1294.0,0.1456095054095827,0.08112235463523564,0.0224,0.0877,0.11954999999999999,0.18614999999999998,0.6892
566,1294.0,2.610869629057187,1.0327611589163015,0.4122,2.0902,2.15045,3.098725,14.0141
567,1294.0,0.06008639876352396,0.032760950249756275,0.0091,0.0382,0.04865,0.07527500000000001,0.2932
568,1294.0,2.452416924265842,0.9966441742590869,0.3706,1.8844,1.9997,2.97085,12.7462
569,1294.0,21.11767403400309,10.213294338381658,3.2504,15.4662,16.98835,24.772175,84.8024
570,1567.0,530.5236234205488,17.49973601796463,317.1964,530.7027,532.3982,534.3564,589.5082
571,1567.0,2.1018363114231016,0.27511184455412296,0.9802,1.9829,2.1186,2.2906500000000003,2.7395
572,1567.0,28.45016502871729,86.30468130478187,3.54,7.5,8.65,10.13,454.56
573,1567.0,0.3456364390555201,0.24847812360739024,0.0667,0.24225,0.2934,0.3669,2.1967
574,1567.0,9.16231499680919,26.920150379391046,1.0395,2.56785,2.9758,3.4925,170.0204
575,1567.0,0.10472916400765793,0.0677911184842199,0.023,0.0751,0.0895,0.11215,0.5502
576,1567.0,5.563746522016593,16.921368702380114,0.6636,1.40845,1.6245,1.902,90.4235
577,1567.0,16.642362858966177,12.485266987951567,4.582,11.50155,13.8179,17.0809,96.9601
578,618.0,0.021614563106796117,0.011730310164318606,-0.0169,0.0138,0.0204,0.0277,0.1028
579,618.0,0.016829449838187703,0.00964013288785662,0.0032,0.0106,0.0148,0.02,0.0799
580,618.0,0.005395954692556634,0.003115985835278885,0.001,0.0034,0.0047,0.006475,0.0286
581,618.0,97.93437297734629,87.52096623001742,0.0,46.1849,72.2889,116.53914999999999,737.3048
582,1566.0,0.5000961685823755,0.0034043251020306237,0.4778,0.4979,0.5002,0.502375,0.5098
583,1566.0,0.015317752234993615,0.017179920787564994,0.006,0.0116,0.0138,0.0165,0.4766
584,1566.0,0.0038465517241379307,0.0037204448855646523,0.0017,0.0031,0.0036,0.0041,0.1045
585,1566.0,3.067826372924649,3.5780331508705934,1.1975,2.3065,2.75765,3.295175,99.3032
586,1566.0,0.021458429118773943,0.012358175980665352,-0.0169,0.013425,0.0205,0.0276,0.1028
587,1566.0,0.016474904214559386,0.008807535393245906,0.0032,0.0106,0.0148,0.0203,0.0799
588,1566.0,0.005283333333333332,0.0028670715096651396,0.001,0.0033,0.0046,0.0064,0.0286
589,1566.0,99.67006634738186,93.89191941652177,0.0,44.3686,71.9005,114.7497,737.3048
Pass/Fail,1567.0,-0.8672622846202935,0.4980104447356362,-1.0,-1.0,-1.0,-1.0,1.0
